supplier_id,food_name,food_category,prepared_qty,sold_qty,surplus_qty,price,waste_qty,created_date,weekday_name,is_weekend,festival_name,is_festival,weather,temperature,demand_score
sup-002,Veg Noodles,FastFood,57,31,26,109.08,5,2025-11-30,Monday,false,,false,Sunny,25.2,0.62
sup-003,Chapati Kurma,Dinner,83,45,38,85.99,8,2025-12-01,Tuesday,false,,false,Humid,26.7,0.57
sup-004,Veg Noodles,FastFood,73,39,34,106.3,7,2025-12-02,Wednesday,false,,false,Sunny,25.9,0.61
sup-001,Lemon Rice,Lunch,62,38,24,68.8,5,2025-12-03,Thursday,false,,false,Cloudy,23.9,0.52
sup-002,Veg Noodles,FastFood,95,64,31,111.15,5,2025-12-04,Friday,false,,false,Overcast,24.8,0.74
sup-003,Paneer Fried Rice,Rice,153,92,61,126.1,13,2025-12-05,Saturday,true,,false,Cloudy,25.6,0.68
sup-004,Bread Pack,Bakery,159,105,54,46.61,12,2025-12-06,Sunday,true,,false,Cloudy,24.5,0.64
sup-001,Egg Puff,Bakery,101,43,58,37.32,18,2025-12-07,Monday,false,,false,Rainy,24,0.43
sup-002,Chicken Biryani,Rice,97,46,51,176.21,10,2025-12-08,Tuesday,false,,false,Overcast,26.3,0.59
sup-003,Chicken Biryani,Rice,133,55,78,174.39,17,2025-12-09,Wednesday,false,,false,Cloudy,26.3,0.53
sup-004,Paneer Fried Rice,Rice,105,63,42,135.12,8,2025-12-10,Thursday,false,,false,Overcast,27,0.68
sup-001,Egg Puff,Bakery,93,53,40,35.76,8,2025-12-11,Friday,false,,false,Sunny,27.4,0.57
sup-002,Vegetable Biryani,Rice,119,71,48,137.85,10,2025-12-12,Saturday,true,,false,Cloudy,25.3,0.7
sup-003,Bread Pack,Bakery,153,96,57,46.92,13,2025-12-13,Sunday,true,,false,Cloudy,23.7,0.61
sup-004,Chapati Kurma,Dinner,111,77,34,83.12,6,2025-12-14,Monday,false,,false,Sunny,25.7,0.72
sup-001,Veg Noodles,FastFood,108,41,67,110.6,15,2025-12-15,Tuesday,false,,false,Cloudy,25.6,0.45
sup-002,Chicken Biryani,Rice,68,33,35,185.55,7,2025-12-16,Wednesday,false,,false,Overcast,25,0.61
sup-003,Paneer Fried Rice,Rice,134,90,44,131.41,7,2025-12-17,Thursday,false,,false,Overcast,25.8,0.75
sup-004,Chapati Kurma,Dinner,67,46,21,88.62,4,2025-12-18,Friday,false,,false,Overcast,26.3,0.72
sup-001,Egg Puff,Bakery,130,69,61,36.89,20,2025-12-19,Saturday,true,,false,Rainy,25.3,0.53
sup-002,Lemon Rice,Lunch,73,68,5,73.19,1,2025-12-20,Sunday,true,,false,Overcast,26,0.83
sup-003,Chicken Biryani,Rice,109,55,54,174.83,10,2025-12-21,Monday,false,,false,Humid,25.9,0.62
sup-004,Lemon Rice,Lunch,94,54,40,63.95,9,2025-12-22,Tuesday,false,,false,Humid,28.1,0.47
sup-001,Veg Noodles,FastFood,99,45,54,107.4,12,2025-12-23,Wednesday,false,,false,Humid,28.1,0.52
sup-002,Chicken Biryani,Rice,69,32,37,174.08,7,2025-12-24,Thursday,false,,false,Overcast,27,0.58
sup-003,Bread Pack,Bakery,162,122,40,59.4,10,2025-12-25,Friday,false,Christmas,true,Humid,27.2,0.73
sup-004,Vegetable Biryani,Rice,117,59,58,141.29,13,2025-12-26,Saturday,true,,false,Cloudy,24.5,0.6
sup-001,Vegetable Biryani,Rice,128,74,54,144.44,11,2025-12-27,Sunday,true,,false,Overcast,25.2,0.68
sup-002,Vegetable Biryani,Rice,73,39,34,138.08,7,2025-12-28,Monday,false,,false,Overcast,25.8,0.63
sup-003,Vegetable Biryani,Rice,142,54,88,141.35,27,2025-12-29,Tuesday,false,,false,Rainy,22.8,0.48
sup-004,Idli Sambar,Breakfast,96,67,29,56.86,5,2025-12-30,Wednesday,false,,false,Overcast,26.1,0.65
sup-001,Chicken Biryani,Rice,79,28,51,178.35,12,2025-12-31,Thursday,false,,false,Overcast,27.4,0.47
sup-002,Veg Noodles,FastFood,82,43,39,112.17,8,2026-01-01,Friday,false,,false,Overcast,25.3,0.59
sup-003,Curd Rice,Lunch,126,101,25,75.33,5,2026-01-02,Saturday,true,,false,Cloudy,25.5,0.72
sup-004,Bread Pack,Bakery,98,68,30,47.08,6,2026-01-03,Sunday,true,,false,Overcast,25.2,0.67
sup-001,Curd Rice,Lunch,105,62,43,73.75,9,2026-01-04,Monday,false,,false,Overcast,25.6,0.51
sup-002,Bread Pack,Bakery,119,63,56,56.21,12,2026-01-05,Tuesday,false,,false,Cloudy,24,0.51
sup-003,Lemon Rice,Lunch,82,57,25,76.37,5,2026-01-06,Wednesday,false,,false,Overcast,26.5,0.6
sup-004,Curd Rice,Lunch,119,81,38,68.93,8,2026-01-07,Thursday,false,,false,Overcast,25.6,0.6
sup-001,Veg Noodles,FastFood,67,22,45,108.27,11,2026-01-08,Friday,false,,false,Cloudy,23.9,0.4
sup-002,Vegetable Biryani,Rice,83,45,38,141.84,8,2026-01-09,Saturday,true,,false,Humid,27.6,0.64
sup-003,Lemon Rice,Lunch,148,124,24,72.82,5,2026-01-10,Sunday,true,,false,Sunny,26.9,0.74
sup-004,Chicken Biryani,Rice,117,44,73,180.21,22,2026-01-11,Monday,false,,false,Rainy,23.7,0.5
sup-001,Veg Noodles,FastFood,76,32,44,111.43,10,2026-01-12,Tuesday,false,,false,Sunny,24.7,0.49
sup-002,Paneer Fried Rice,Rice,103,61,42,125.38,8,2026-01-13,Wednesday,false,,false,Sunny,25.5,0.67
sup-003,Idli Sambar,Breakfast,147,103,44,62.37,11,2026-01-14,Thursday,false,Pongal,true,Sunny,27.4,0.65
sup-004,Chicken Biryani,Rice,110,52,58,173.79,12,2026-01-15,Friday,false,,false,Sunny,26.7,0.59
sup-001,Idli Sambar,Breakfast,80,56,24,62.99,5,2026-01-16,Saturday,true,,false,Overcast,26.8,0.65
sup-002,Chapati Kurma,Dinner,133,97,36,84.72,7,2026-01-17,Sunday,true,,false,Sunny,25.5,0.76
sup-003,Chapati Kurma,Dinner,89,59,30,93.63,5,2026-01-18,Monday,false,,false,Sunny,26.9,0.69
sup-004,Paneer Fried Rice,Rice,75,39,36,125.58,7,2026-01-19,Tuesday,false,,false,Sunny,25.3,0.6
sup-001,Veg Noodles,FastFood,109,47,62,104.41,14,2026-01-20,Wednesday,false,,false,Overcast,27.2,0.5
sup-002,Veg Noodles,FastFood,115,55,60,111.92,13,2026-01-21,Thursday,false,,false,Cloudy,26.3,0.55
sup-003,Bread Pack,Bakery,119,65,54,49.24,12,2026-01-22,Friday,false,,false,Sunny,27.2,0.53
sup-004,Paneer Fried Rice,Rice,106,64,42,130.9,9,2026-01-23,Saturday,true,,false,Overcast,24.8,0.68
sup-001,Curd Rice,Lunch,78,53,25,77.09,6,2026-01-24,Sunday,true,,false,Sunny,24.8,0.6
sup-002,Egg Puff,Bakery,145,88,57,36.07,11,2026-01-25,Monday,false,,false,Cloudy,23.8,0.61
sup-003,Vegetable Biryani,Rice,120,65,55,143.8,10,2026-01-26,Tuesday,false,,false,Overcast,26.8,0.64
sup-004,Curd Rice,Lunch,70,37,33,76.4,8,2026-01-27,Wednesday,false,,false,Cloudy,26,0.45
sup-001,Chicken Biryani,Rice,65,17,48,177.58,16,2026-01-28,Thursday,false,,false,Rainy,24.6,0.38
sup-002,Chapati Kurma,Dinner,67,33,34,88.6,7,2026-01-29,Friday,false,,false,Cloudy,25.1,0.52
sup-003,Idli Sambar,Breakfast,137,110,27,55.75,5,2026-01-30,Saturday,true,,false,Sunny,26.3,0.75
sup-004,Chapati Kurma,Dinner,107,61,46,93.77,14,2026-01-31,Sunday,true,,false,Rainy,26.8,0.6
sup-001,Veg Noodles,FastFood,115,63,52,113.66,10,2026-02-01,Monday,false,,false,Overcast,28.1,0.62
sup-002,Chapati Kurma,Dinner,123,79,44,95.86,8,2026-02-02,Tuesday,false,,false,Sunny,29.7,0.67
sup-003,Vegetable Biryani,Rice,80,29,51,138.33,12,2026-02-03,Wednesday,false,,false,Humid,31.3,0.46
sup-004,Vegetable Biryani,Rice,109,56,53,136.54,10,2026-02-04,Thursday,false,,false,Sunny,28.7,0.61
sup-001,Idli Sambar,Breakfast,94,51,43,66.39,10,2026-02-05,Friday,false,,false,Overcast,30.4,0.49
sup-002,Vegetable Biryani,Rice,116,66,50,133,11,2026-02-06,Saturday,true,,false,Sunny,27.7,0.67
sup-003,Veg Noodles,FastFood,90,40,50,105.73,16,2026-02-07,Sunday,true,,false,Rainy,28.3,0.51
sup-004,Bread Pack,Bakery,142,62,80,45.71,19,2026-02-08,Monday,false,,false,Humid,31.1,0.42
sup-001,Bread Pack,Bakery,88,40,48,50.17,11,2026-02-09,Tuesday,false,,false,Humid,29.5,0.43
sup-002,Bread Pack,Bakery,83,46,37,47.76,8,2026-02-10,Wednesday,false,,false,Cloudy,28.9,0.54
sup-003,Idli Sambar,Breakfast,110,63,47,57.94,10,2026-02-11,Thursday,false,,false,Cloudy,28.2,0.52
sup-004,Chicken Biryani,Rice,99,47,52,181.77,10,2026-02-12,Friday,false,,false,Sunny,29.4,0.59
sup-001,Paneer Fried Rice,Rice,82,48,34,136.72,7,2026-02-13,Saturday,true,,false,Cloudy,26.8,0.67
sup-002,Bread Pack,Bakery,111,61,50,52.54,16,2026-02-14,Sunday,true,,false,Rainy,28.4,0.53
sup-003,Veg Noodles,FastFood,133,82,51,110.24,9,2026-02-15,Monday,false,,false,Sunny,28.2,0.69
sup-004,Paneer Fried Rice,Rice,56,15,41,131.56,14,2026-02-16,Tuesday,false,,false,Rainy,27.1,0.35
sup-001,Chicken Biryani,Rice,73,31,42,173.63,9,2026-02-17,Wednesday,false,,false,Cloudy,27.7,0.55
sup-002,Veg Noodles,FastFood,87,44,43,115.35,9,2026-02-18,Thursday,false,,false,Cloudy,27.7,0.58
sup-003,Curd Rice,Lunch,84,44,40,75.93,9,2026-02-19,Friday,false,,false,Cloudy,28,0.44
sup-004,Vegetable Biryani,Rice,71,40,31,139.34,7,2026-02-20,Saturday,true,,false,Cloudy,27.1,0.66
sup-001,Lemon Rice,Lunch,131,89,42,69.21,10,2026-02-21,Sunday,true,,false,Cloudy,29.3,0.58
sup-002,Bread Pack,Bakery,113,71,42,43.59,8,2026-02-22,Monday,false,,false,Cloudy,26.9,0.61
sup-003,Egg Puff,Bakery,102,43,59,29.34,19,2026-02-23,Tuesday,false,,false,Rainy,27.7,0.42
sup-004,Chicken Biryani,Rice,101,53,48,181.04,9,2026-02-24,Wednesday,false,,false,Cloudy,27.7,0.64
sup-001,Bread Pack,Bakery,144,62,82,48.69,20,2026-02-25,Thursday,false,,false,Humid,28.6,0.41
sup-002,Chicken Biryani,Rice,111,51,60,178.58,12,2026-02-26,Friday,false,,false,Sunny,28.4,0.58
sup-003,Curd Rice,Lunch,117,77,40,81.19,9,2026-02-27,Saturday,true,,false,Humid,29.2,0.58
sup-004,Idli Sambar,Breakfast,131,96,35,65.54,7,2026-02-28,Sunday,true,,false,Sunny,30.4,0.68
sup-001,Egg Puff,Bakery,119,61,58,32.69,13,2026-03-01,Monday,false,,false,Sunny,29.2,0.51
sup-002,Idli Sambar,Breakfast,83,60,23,64.42,4,2026-03-02,Tuesday,false,,false,Sunny,27.6,0.67
sup-003,Idli Sambar,Breakfast,139,72,67,57.87,21,2026-03-03,Wednesday,false,,false,Rainy,26.5,0.47
sup-004,Veg Noodles,FastFood,124,38,86,107.85,28,2026-03-04,Thursday,false,,false,Rainy,27.1,0.38
sup-001,Chicken Biryani,Rice,98,37,61,177.86,13,2026-03-05,Friday,false,,false,Humid,29,0.5
sup-002,Curd Rice,Lunch,104,82,22,75.38,4,2026-03-06,Saturday,true,,false,Overcast,29.4,0.71
sup-003,Egg Puff,Bakery,116,89,27,30.58,5,2026-03-07,Sunday,true,,false,Overcast,29.2,0.77
sup-004,Chicken Biryani,Rice,111,46,65,181.37,14,2026-03-08,Monday,false,,false,Humid,30.3,0.53
sup-001,Paneer Fried Rice,Rice,101,49,52,123.95,11,2026-03-09,Tuesday,false,,false,Overcast,29.9,0.57
sup-002,Veg Noodles,FastFood,71,40,31,110.42,6,2026-03-10,Wednesday,false,,false,Overcast,29.2,0.64
sup-003,Veg Noodles,FastFood,131,65,66,103.44,14,2026-03-11,Thursday,false,,false,Overcast,28.2,0.57
sup-004,Chapati Kurma,Dinner,71,41,30,90.53,6,2026-03-12,Friday,false,,false,Sunny,29.8,0.61
sup-001,Chapati Kurma,Dinner,112,69,43,83.75,9,2026-03-13,Saturday,true,,false,Overcast,30,0.65
sup-002,Bread Pack,Bakery,154,99,55,50.79,12,2026-03-14,Sunday,true,,false,Sunny,27.9,0.62
sup-003,Bread Pack,Bakery,127,81,46,50.81,9,2026-03-15,Monday,false,,false,Overcast,29.1,0.62
sup-004,Bread Pack,Bakery,136,61,75,48.01,24,2026-03-16,Tuesday,false,,false,Rainy,26.9,0.43
sup-001,Veg Noodles,FastFood,86,28,58,107.78,14,2026-03-17,Wednesday,false,,false,Humid,30.4,0.4
sup-002,Paneer Fried Rice,Rice,67,26,41,135.22,9,2026-03-18,Thursday,false,,false,Cloudy,28.5,0.47
sup-003,Vegetable Biryani,Rice,76,38,38,139.33,8,2026-03-19,Friday,false,,false,Cloudy,27.7,0.6
sup-004,Idli Sambar,Breakfast,126,79,47,66.06,15,2026-03-20,Saturday,true,,false,Rainy,26.6,0.58
sup-001,Vegetable Biryani,Rice,94,47,47,144.88,11,2026-03-21,Sunday,true,,false,Humid,28.6,0.6
sup-002,Vegetable Biryani,Rice,87,41,46,144.71,9,2026-03-22,Monday,false,,false,Sunny,30.2,0.57
sup-003,Bread Pack,Bakery,118,67,51,56.87,11,2026-03-23,Tuesday,false,,false,Sunny,29.3,0.55
sup-004,Curd Rice,Lunch,81,50,31,80.39,7,2026-03-24,Wednesday,false,,false,Humid,30.7,0.54
sup-001,Curd Rice,Lunch,55,25,30,74.53,7,2026-03-25,Thursday,false,,false,Humid,30.9,0.37
sup-002,Veg Noodles,FastFood,123,53,70,116.86,21,2026-03-26,Friday,false,,false,Rainy,27.8,0.5
sup-003,Idli Sambar,Breakfast,151,119,32,56.94,6,2026-03-27,Saturday,true,,false,Cloudy,28.7,0.74
sup-004,Lemon Rice,Lunch,109,69,40,66.7,10,2026-03-28,Sunday,true,,false,Humid,29.7,0.53
sup-001,Chapati Kurma,Dinner,75,32,43,95.84,10,2026-03-29,Monday,false,,false,Overcast,29,0.45
sup-002,Veg Noodles,FastFood,123,68,55,110.68,11,2026-03-30,Tuesday,false,,false,Sunny,28.1,0.62
sup-003,Chicken Biryani,Rice,82,34,48,173.36,10,2026-03-31,Wednesday,false,,false,Humid,31.3,0.53
sup-004,Vegetable Biryani,Rice,74,21,53,136.16,13,2026-04-01,Thursday,false,,false,Humid,31.9,0.38
sup-001,Lemon Rice,Lunch,69,39,30,66.94,7,2026-04-02,Friday,false,,false,Sunny,31.7,0.46
sup-002,Lemon Rice,Lunch,86,54,32,74.89,8,2026-04-03,Saturday,true,,false,Humid,31.7,0.53
sup-003,Veg Noodles,FastFood,104,60,44,115.34,10,2026-04-04,Sunday,true,,false,Sunny,30.8,0.65
sup-004,Egg Puff,Bakery,96,54,42,38.94,9,2026-04-05,Monday,false,,false,Sunny,32,0.56
sup-001,Egg Puff,Bakery,145,73,72,41.53,16,2026-04-06,Tuesday,false,,false,Cloudy,30.6,0.5
sup-002,Chapati Kurma,Dinner,71,29,42,93.12,10,2026-04-07,Wednesday,false,,false,Humid,33.4,0.44
sup-003,Paneer Fried Rice,Rice,105,46,59,132.85,13,2026-04-08,Thursday,false,,false,Sunny,31,0.52
sup-004,Bread Pack,Bakery,82,42,40,50.23,9,2026-04-09,Friday,false,,false,Overcast,32.3,0.49
sup-001,Vegetable Biryani,Rice,99,33,66,146,18,2026-04-10,Saturday,true,,false,Humid,31,0.43
sup-002,Bread Pack,Bakery,93,60,33,43.43,7,2026-04-11,Sunday,true,,false,Cloudy,28.9,0.62
sup-003,Veg Noodles,FastFood,98,37,61,116.57,14,2026-04-12,Monday,false,,false,Overcast,31.7,0.45
sup-004,Chicken Biryani,Rice,58,20,38,184.23,9,2026-04-13,Tuesday,false,,false,Overcast,31.8,0.47
sup-001,Lemon Rice,Lunch,104,62,42,74.95,9,2026-04-14,Wednesday,false,,false,Cloudy,31.5,0.5
